@ 7200 IN SOA virgo hostmaster 1430540898 10800 1800 1814400 7200
@ 7200 IN MX 12801 ax.virusfree.cz.
7200 IN MX 12817 bx.virusfree.cz.
zmeskalova.pf 7200 IN A 160.217.96.78
ntb-kuklina.frov 7200 IN MX 10 ntb-kuklina.frov
ntb-kuklina.frov 7200 IN A 160.217.191.87
0017083d537f.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
k3-608-urbanm14.k3 7200 IN A 160.217.223.53
wireless-client-160-217-146-173.wa2 7200 IN A 160.217.146.173
prfcb3612.prf 7200 IN A 160.217.205.141
k620a12.ef 7200 IN A 160.217.172.202
wireless-client-160-217-150-7.wa2 7200 IN A 160.217.150.7
AP1-bf-budB-1NP.wx 7200 IN A 160.217.91.221
arpwatch.frovzf 7200 IN A 160.217.170.250
asus06.frov 7200 IN MX 10 asus06.frov
asus06.frov 7200 IN A 160.217.202.106
eduroam-160-217-136-3.eduroam 7200 IN A 160.217.136.3
KolejK5-160-217-231-163.k5 7200 IN A 160.217.231.163
wireless-client-160-217-133-102.wa1 7200 IN A 160.217.133.102
FROVZF-zasedacky-160-217-170-108.frovzf 7200 IN A 160.217.170.108
k2-610-stepan01.k2 7200 IN A 160.217.218.141
eduroam-160-217-137-68.eduroam 7200 IN A 160.217.137.68
aleph 7200 IN CNAME minas
Rek-cam11.cam 7200 IN A 160.217.94.31
wireless-client-160-217-146-152.wa2 7200 IN A 160.217.146.152
A455Bajtos.rek 7200 IN A 160.217.155.139
wireless-client-160-217-146-233.wa2 7200 IN A 160.217.146.233
prfcr3081.prf 7200 IN A 160.217.210.42
VPN-160-217-129-202.vpn 7200 IN A 160.217.129.202
dc0ea17a4c33.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
wiki2.tf 7200 IN A 160.217.192.9
kam-k4-porta4.kam 7200 IN A 160.217.220.174
FROVZF-zasedacky-160-217-170-150.frovzf 7200 IN A 160.217.170.150
wifi3.pf 7200 IN A 160.217.96.31
wireless-client-160-217-133-56.wa1 7200 IN A 160.217.133.56
default._domainkey 7200 IN TXT "v=DKIM1; k=rsa; " "p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC7IIC2RxRYtqKnV2SAdYYcBHm315BSLUefA1WyF+wzHoUWqv5AzmAS8Dw7sHc0izod3r/dy6BEPhfNBFx35tUmiYBokft3vrKLDdLuVqrauS4U6MM5wdvDqQUFmzBng9UdMATUVkLBWhIV44ByXFVlqm2bugChpf1enGTMmlST5wIDAQAB"
safe-pc.lib 7200 IN A 160.217.156.195
wireless-client-160-217-149-171.wa2 7200 IN A 160.217.149.171
fzs.shv 7200 IN CNAME www.shv
VPN-160-217-131-88.vpn 7200 IN A 160.217.131.88
k620a13.ef 7200 IN A 160.217.172.203
printer-km250.frov 7200 IN MX 10 printer-km250.frov
printer-km250.frov 7200 IN A 160.217.202.125
k1-304-zakhav00.k1 7200 IN A 160.217.216.197
dekanat-reserve43.zf 7200 IN A 160.217.162.43
wireless-client-160-217-133-212.wa1 7200 IN A 160.217.133.212
wireless-client-160-217-144-119.wa2 7200 IN A 160.217.144.119
fzs-2w7-52.zsf 7200 IN A 160.217.178.109
k110a32.ef 7200 IN MX 10 b083fe.
k110a32.ef 7200 IN A 160.217.172.222
ZF-cam84-25.cam 7200 IN A 160.217.84.55
jcu-nhrady-gw 7200 IN A 160.217.9.22
dhcp-pool-160-217-1-91 7200 IN A 160.217.1.91
dhcp-pool-160-217-1-92 7200 IN A 160.217.1.92
dhcp-pool-160-217-1-93 7200 IN A 160.217.1.93
dhcp-pool-160-217-1-94 7200 IN A 160.217.1.94
dhcp-pool-160-217-1-95 7200 IN A 160.217.1.95
dhcp-pool-160-217-1-96 7200 IN A 160.217.1.96
dhcp-pool-160-217-1-97 7200 IN A 160.217.1.97
dhcp-pool-160-217-1-98 7200 IN A 160.217.1.98
dhcp-pool-160-217-1-99 7200 IN A 160.217.1.99
cam04-84.cam 7200 IN A 160.217.84.104
A1036Pospisilova.ff 7200 IN A 160.217.126.101
resh146.ufb 7200 IN A 160.217.215.146
wireless-client-160-217-145-86.wa2 7200 IN A 160.217.145.86
servispc.ef 7200 IN A 160.217.161.55
wireless-client-160-217-144-169.wa2 7200 IN A 160.217.144.169
Phanda 7200 IN A 160.217.6.124
cisco-academy-160-217-211-235.prf 7200 IN A 160.217.211.235
wifi4.pf 7200 IN A 160.217.96.37
conferences 7200 IN CNAME zms03
IPtel-Kubelova.zsf 7200 IN A 160.217.199.176
t48pfjerg 7200 IN A 160.217.8.153
wireless-client-160-217-133-138.wa1 7200 IN A 160.217.133.138
iptel-4779.frov 7200 IN MX 10 iptel-4779.frov
iptel-4779.frov 7200 IN A 160.217.190.79
A1041Janeckova.ff 7200 IN A 160.217.126.126
cipis.epc 7200 IN A 160.217.89.254
eduroam-160-217-136-130.eduroam 7200 IN A 160.217.136.130
k620a14.ef 7200 IN A 160.217.172.204
tv6.pf 7200 IN A 160.217.123.26
k2-418-moravl04.k2 7200 IN A 160.217.219.62
wireless-client-160-217-151-32.wa2 7200 IN A 160.217.151.32
fprcb3512.prf 7200 IN A 160.217.205.34
meteor.kam 7200 IN A 160.217.220.21
k2-719-trnkaj01.k2 7200 IN A 160.217.218.119
VPN-160-217-129-49.vpn 7200 IN A 160.217.129.49
bi1.pf 7200 IN A 160.217.96.100
A2043Benedova.ff 7200 IN A 160.217.126.140
wireless-client-160-217-132-67.wa1 7200 IN A 160.217.132.67
osy.ef 7200 IN A 160.217.173.50
wireless-client-160-217-132-186.wa1 7200 IN A 160.217.132.186
wireless-client-160-217-151-82.wa2 7200 IN A 160.217.151.82
wireless-client-160-217-149-238.wa2 7200 IN A 160.217.149.238
k5-716-drevop00.k5 7200 IN A 160.217.228.209
eduroam-160-217-137-230.eduroam 7200 IN A 160.217.137.230
ucebna18.lib 7200 IN A 160.217.156.36
VPN-160-217-129-99.vpn 7200 IN A 160.217.129.99
wifi5.pf 7200 IN A 160.217.96.234
FROVZF-zasedacky-160-217-170-169.frovzf 7200 IN A 160.217.170.169
wireless-client-160-217-144-47.wa2 7200 IN A 160.217.144.47
k3-118-uhlirl03.k3 7200 IN A 160.217.222.50
k3-901-levakl00.k3 7200 IN A 160.217.222.89
k4-802a-nesnik00.k4 7200 IN A 160.217.224.16
eduroam-160-217-136-93.eduroam 7200 IN A 160.217.136.93
A410VLe.rek 7200 IN A 160.217.155.142
fzs-2245.zsf 7200 IN A 160.217.201.110
VPN-160-217-129-142.vpn 7200 IN A 160.217.129.142
eduroam-160-217-137-232.eduroam 7200 IN A 160.217.137.232
mar2-husova.frov 7200 IN MX 10 mar2-husova.frov
mar2-husova.frov 7200 IN A 160.217.202.17
wireless-client-160-217-144-97.wa2 7200 IN A 160.217.144.97
fprcc020212.prf 7200 IN A 160.217.207.38
wireless-client-160-217-147-125.wa2 7200 IN A 160.217.147.125
wwwold.ef 7200 IN CNAME zms02
rek-cam06.cam 7200 IN A 160.217.94.26
ZSF-uVyst-160-217-200-178.zsf 7200 IN A 160.217.200.178
k150a6.ef 7200 IN A 160.217.172.126
VPN-160-217-129-192.vpn 7200 IN A 160.217.129.192
fprcr3101.prf 7200 IN A 160.217.213.33
k4-210a-painter00.k4 7200 IN A 160.217.225.0
fprcp000051.prf 7200 IN A 160.217.212.31
dhcp-pool-160-217-163-234.zf 7200 IN A 160.217.163.234
qsan.ef 7200 IN A 160.217.161.194
fprcc020262.prf 7200 IN A 160.217.207.48
wireless-client-160-217-147-175.wa2 7200 IN A 160.217.147.175
wireless-client-160-217-149-43.wa2 7200 IN A 160.217.149.43
fprcb2523.prf 7200 IN A 160.217.205.138
k052100b25.zf 7200 IN A 160.217.162.220
apendix.bf 7200 IN A 160.217.205.64
k2-320-kortul00.k2 7200 IN A 160.217.218.172
wireless-client-160-217-133-18.wa1 7200 IN A 160.217.133.18
pc0102.zf 7200 IN A 160.217.161.52
k620a16.ef 7200 IN A 160.217.172.206
wireless-client-160-217-146-228.wa2 7200 IN A 160.217.146.228
oAP1-zsf-vyst-1PP.wx 7200 IN A 160.217.93.145
dochazka.frov 7200 IN CNAME webserver.frov
wireless-client-160-217-147-235.wa2 7200 IN A 160.217.147.235
FreeIP-a12k3r 7200 IN A 160.217.8.227
eduroam-160-217-137-99.eduroam 7200 IN A 160.217.137.99
A400TiskHP9100scan.rek 7200 IN A 160.217.155.219
ZSF-dest-160-217-199-231.zsf 7200 IN A 160.217.199.231
e-rek01.acc 7200 IN A 160.217.90.200
kkp.zf 7200 IN CNAME plone-vm2
fprczs2051.prf 7200 IN A 160.217.214.17
AP1-pf-duk-2NP.wx 7200 IN A 160.217.91.120
wireless-client-160-217-149-177.wa2 7200 IN A 160.217.149.177
VPN-160-217-131-34.vpn 7200 IN A 160.217.131.34
gw171.zf 7200 IN A 160.217.171.254
oAP4-pf-duk-1NP.wx 7200 IN A 160.217.93.83
IPtel-Bila.zsf 7200 IN A 160.217.201.217
wireless-client-160-217-132-4.wa1 7200 IN A 160.217.132.4
fzs-1033.zsf 7200 IN A 160.217.196.71
FROVZF-zasedacky-160-217-170-206.frovzf 7200 IN A 160.217.170.206
vystaviste-sw-5500ei-02.zsf 7200 IN A 160.217.200.250
k2-221-vybirv00.k2 7200 IN A 160.217.218.77
wifi7.pf 7200 IN A 160.217.96.62
fprcr2052.prf 7200 IN A 160.217.210.75
k4-910b-vesela04.k4 7200 IN A 160.217.225.86
prfcb1804.prf 7200 IN A 160.217.205.152
wireless-client-160-217-151-101.wa2 7200 IN A 160.217.151.101
kam-k4-lastura.kam 7200 IN A 160.217.220.165
wireless-client-160-217-145-122.wa2 7200 IN A 160.217.145.122
k170a14.ef 7200 IN A 160.217.172.187
jost.pf 7200 IN A 160.217.120.40
KNI-cam06.cam 7200 IN A 160.217.94.176
k620a17.ef 7200 IN A 160.217.172.207
AP3-kni-bra-2NP.wx 7200 IN A 160.217.91.42
capricorn.prf 7200 IN A 160.217.2.45
A4010Volf.rek 7200 IN A 160.217.155.150
fzs-s08.zsf 7200 IN A 160.217.178.208
secure-www-zsf 7200 IN A 160.217.1.35
bi4.pf 7200 IN A 160.217.96.103
wireless-client-160-217-145-172.wa2 7200 IN A 160.217.145.172
fprcu03005.prf 7200 IN A 160.217.211.55
rac28.ufb 7200 IN A 160.217.215.28
referenti2.zsf 7200 IN A 160.217.200.13
QnapFS 7200 IN A 160.217.6.107
wireless-client-160-217-132-101.wa1 7200 IN A 160.217.132.101
AP-522-Trapeeze.wx 7200 IN A 160.217.91.253
CA-AD 7200 IN A 160.217.6.70
eduroam-160-217-137-127.eduroam 7200 IN A 160.217.137.127
KolejK1-160-217-217-228.k1 7200 IN A 160.217.217.228
wireless-client-160-217-151-117.wa2 7200 IN A 160.217.151.117
pokladna.pf 7200 IN A 160.217.96.156
dasa.prf 7200 IN CNAME fprsl07.prf
k5-210-soukut03.k5 7200 IN A 160.217.229.30
k052100b27.zf 7200 IN A 160.217.162.207
wireless-client-160-217-145-177.wa2 7200 IN A 160.217.145.177
eduroam-160-217-136-161.eduroam 7200 IN A 160.217.136.161
kjaza01.ef 7200 IN A 160.217.173.61
wireless-client-160-217-150-190.wa2 7200 IN A 160.217.150.190
oAP2-pf-duk-3NP.wx 7200 IN A 160.217.93.81
wireless-client-160-217-132-151.wa1 7200 IN A 160.217.132.151
k620a18.ef 7200 IN A 160.217.172.208
TiskKMC224e.ffrek 7200 IN A 160.217.153.30
Uc124-NTB05.frov 7200 IN MX 10 Uc124-NTB05.frov
Uc124-NTB05.frov 7200 IN A 160.217.202.114
k3-205-rychod00.k3 7200 IN A 160.217.222.154
wireless-client-160-217-150-181.wa2 7200 IN A 160.217.150.181
ustrednaEZS-1-budovaA.frov 7200 IN MX 10 ustrednaEZS-1-budovaA.frov
ustrednaEZS-1-budovaA.frov 7200 IN A 160.217.190.181
wireless-client-160-217-151-190.wa2 7200 IN A 160.217.151.190
bi5.pf 7200 IN A 160.217.96.104
MAR-budova-D.frov 7200 IN MX 10 MAR-budova-D.frov
MAR-budova-D.frov 7200 IN A 160.217.190.39
auladuk-player.pf 7200 IN A 160.217.121.156
wireless-client-160-217-132-211.wa1 7200 IN A 160.217.132.211
khalili-NTB.frov 7200 IN MX 10 khalili-NTB.frov
khalili-NTB.frov 7200 IN A 160.217.202.103
tflib11.tf 7200 IN A 160.217.193.92
ohs.ef 7200 IN CNAME web.ef
eduroam-160-217-137-110.eduroam 7200 IN A 160.217.137.110
node2-eq 7200 IN A 160.217.7.103
k4-206a-vachaa01.k4 7200 IN A 160.217.225.100
wireless-client-160-217-145-175.wa2 7200 IN A 160.217.145.175
k2-220-berana01.k2 7200 IN A 160.217.218.250
notstumba.pf 7200 IN A 160.217.123.37
wireless-client-160-217-147-15.wa2 7200 IN A 160.217.147.15
k051800b3p26.zf 7200 IN A 160.217.162.171
quire.kam 7200 IN A 160.217.220.96
k2-618-kabesp01.k2 7200 IN A 160.217.218.238
eduroam-160-217-136-180.eduroam 7200 IN A 160.217.136.180
qnap.tf 7200 IN A 160.217.193.253
k5-628-rutovg00.k5 7200 IN A 160.217.229.59
k2-717-vyhlit00.k2 7200 IN A 160.217.218.181
Uc124-NTB16.frov 7200 IN MX 10 Uc124-NTB16.frov
Uc124-NTB16.frov 7200 IN A 160.217.202.164
k620a20.ef 7200 IN A 160.217.172.210
A1043Moravcova.ff 7200 IN A 160.217.126.224
dekanat-reserve44.zf 7200 IN A 160.217.162.44
SRV84-05.cam 7200 IN A 160.217.84.5
VPN-160-217-131-194.vpn 7200 IN A 160.217.131.194
emodul.bobik 7200 IN A 160.217.152.249
A415Pokorny.rek 7200 IN A 160.217.155.140
A238Halamova.ff 7200 IN A 160.217.126.82
fprcp010053.prf 7200 IN A 160.217.212.59
k2-1004-brabep01.k2 7200 IN A 160.217.218.98
bi6.pf 7200 IN A 160.217.96.105
fzs-1363.zsf 7200 IN A 160.217.199.27
wireless-client-160-217-148-177.wa2 7200 IN A 160.217.148.177
wireless-client-160-217-149-202.wa2 7200 IN A 160.217.149.202
vanek.pf 7200 IN A 160.217.121.31
fprcb263b3.prf 7200 IN A 160.217.205.14
tflib12.tf 7200 IN A 160.217.193.91
A0009Lohonkova.ff 7200 IN A 160.217.126.226
tflib4.tf 7200 IN A 160.217.193.132
001e3305aad7.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
fprpc010111.prf 7200 IN A 160.217.207.68
fprca303a1.prf 7200 IN A 160.217.210.106
plevele.zf 7200 IN CNAME sites.zf
c203-2h1.lib 7200 IN A 160.217.156.192
fprcb1814.prf 7200 IN A 160.217.205.143
epc3.kam 7200 IN A 160.217.220.223
dibelka.k1 7200 IN A 160.217.216.247
k3-410-erbenj00.k3 7200 IN A 160.217.223.49
wireless-client-160-217-148-237.wa2 7200 IN A 160.217.148.237
wireless-client-160-217-148-3.wa2 7200 IN A 160.217.148.3
wireless-client-160-217-149-184.wa2 7200 IN A 160.217.149.184
KAM-cam20.cam 7200 IN A 160.217.94.220
k2-713-kotent00.k2 7200 IN A 160.217.218.29
cipisJ.wx 7200 IN A 160.217.92.254
k620a21.ef 7200 IN A 160.217.172.211
tv7.pf 7200 IN A 160.217.123.27
stagcat 7200 IN A 160.217.5.20
well4665-selnerova.frov 7200 IN MX 10 well4665-selnerova.frov
well4665-selnerova.frov 7200 IN A 160.217.190.101
k110a40.ef 7200 IN A 160.217.172.37
Pap-g485-ZF-Telo.epc 7200 IN A 160.217.89.86
prfpb2571.prf 7200 IN A 160.217.205.91
passwd 7200 IN A 160.217.1.39
k4-310a-brandp01.k4 7200 IN A 160.217.225.11
wireless-client-160-217-146-26.wa2 7200 IN A 160.217.146.26
wireless-client-160-217-151-167.wa2 7200 IN A 160.217.151.167
k3-607-matejk14.k3 7200 IN A 160.217.222.2
A410MF4695.rek 7200 IN A 160.217.155.198
wireless-client-160-217-146-124.wa2 7200 IN A 160.217.146.124
prfcb263c6.prf 7200 IN A 160.217.205.201
FROVZF-zasedacky-160-217-170-134.frovzf 7200 IN A 160.217.170.134
reserved-si 7200 IN A 160.217.1.1
k2-206-krausl04.k2 7200 IN A 160.217.218.40
wireless-client-160-217-150-224.wa2 7200 IN A 160.217.150.224
peclova.pf 7200 IN A 160.217.120.22
k2-614-sladoj00.k2 7200 IN A 160.217.219.83
RekFF-zasedacky-160-217-9-210.rek 7200 IN A 160.217.9.210
k4-1008a-tenklm01.k4 7200 IN A 160.217.224.156
k3-520-schwam01.k3 7200 IN A 160.217.222.99
k620a22.ef 7200 IN A 160.217.172.212
szp02.szp 7200 IN A 160.217.128.2
k051700b10.zf 7200 IN A 160.217.162.155
k5-710-kynclt00.k5 7200 IN A 160.217.228.225
wireless-client-160-217-133-103.wa1 7200 IN A 160.217.133.103
A211kat6.ff 7200 IN A 160.217.126.25
fzs-3023.zsf 7200 IN A 160.217.201.41
001a928b7c8c.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
k4-903b-jelinp05.k4 7200 IN A 160.217.224.87
k4-406a-slavaj00.k4 7200 IN A 160.217.224.182
eduroam-160-217-136-30.eduroam 7200 IN A 160.217.136.30
wireless-client-160-217-146-234.wa2 7200 IN A 160.217.146.234
fzs-1180.zsf 7200 IN A 160.217.201.56
VPN-160-217-131-39.vpn 7200 IN A 160.217.131.39
eduroam-160-217-137-158.eduroam 7200 IN A 160.217.137.158
wireless-client-160-217-150-187.wa2 7200 IN A 160.217.150.187
wireless-client-160-217-133-153.wa1 7200 IN A 160.217.133.153
wireless-client-160-217-133-57.wa1 7200 IN A 160.217.133.57
wireless-client-160-217-150-255.wa2 7200 IN A 160.217.150.255
eduroam-160-217-136-202.eduroam 7200 IN A 160.217.136.202
fprcc010371.prf 7200 IN A 160.217.206.84
wireless-client-160-217-148-150.wa2 7200 IN A 160.217.148.150
VPN-160-217-131-89.vpn 7200 IN A 160.217.131.89
k110a1.ef 7200 IN A 160.217.172.41
k620a23.ef 7200 IN A 160.217.172.213
Printer-Brother7070-JAIP-doktorandi.frov 7200 IN MX 10 Printer-Brother7070-JAIP-doktorandi.frov
Printer-Brother7070-JAIP-doktorandi.frov 7200 IN A 160.217.202.130
wireless-client-160-217-149-107.wa2 7200 IN A 160.217.149.107
k1-406-beranl05.k1 7200 IN A 160.217.216.67
kmi2.ef 7200 IN CNAME plone-vm2
wireless-client-160-217-144-121.wa2 7200 IN A 160.217.144.121
platby-t 7200 IN CNAME platby
k1-722-hubalm00.k1 7200 IN A 160.217.216.162
wireless-client-160-217-151-211.wa2 7200 IN A 160.217.151.211
home.bobik 7200 IN CNAME cleopatra.bobik
REK-A4041Behounkova.rek 7200 IN A 160.217.155.122
deksek.pf 7200 IN A 160.217.96.152
dc0ea1e1827d.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
fprcc010431.prf 7200 IN A 160.217.206.79
7200 IN A 160.217.206.89
fzs-1753.zsf 7200 IN A 160.217.199.93
wireless-client-160-217-145-87.wa2 7200 IN A 160.217.145.87
FROVZF-zasedacky-160-217-170-8.frovzf 7200 IN A 160.217.170.8
skoleni05.bobik 7200 IN A 160.217.152.105
kmb.prf 7200 IN CNAME jerrymouse.prf
prfcb2602.prf 7200 IN A 160.217.205.46
wireless-client-160-217-144-171.wa2 7200 IN A 160.217.144.171
cisco-academy-160-217-211-236.prf 7200 IN A 160.217.211.236
ZSF-uVyst-160-217-200-202.zsf 7200 IN A 160.217.200.202
eduroam-160-217-137-36.eduroam 7200 IN A 160.217.137.36
wireless-client-160-217-146-17.wa2 7200 IN A 160.217.146.17
k4-103a-jirsom02.k4 7200 IN A 160.217.225.61
fprcc010481.prf 7200 IN A 160.217.206.69
Pap-g485-PF-UTDuk.epc 7200 IN A 160.217.89.71
cipis-zfvc.zf 7200 IN A 160.217.161.254
k5-226-cernaa03.k5 7200 IN A 160.217.229.86
dastlik.pf 7200 IN A 160.217.121.41
cbackup 7200 IN A 160.217.1.15
test.ef 7200 IN CNAME plone-vm4
k1-320-svarct00.k1 7200 IN A 160.217.216.82
test.k3 7200 IN A 160.217.223.127
sprava.tf 7200 IN A 160.217.192.25
wireless-client-160-217-151-33.wa2 7200 IN A 160.217.151.33
fprcb3513.prf 7200 IN A 160.217.205.178
FROVZF-zasedacky-160-217-170-205.frovzf 7200 IN A 160.217.170.205
ntb-dvorakova.frov 7200 IN MX 10 ntb-dvorakova.frov
ntb-dvorakova.frov 7200 IN A 160.217.191.45
prf-minas 7200 IN CNAME minas
fzs-3056.zsf 7200 IN A 160.217.196.117
k2-1021-manham00.k2 7200 IN A 160.217.218.27
VPN-160-217-129-51.vpn 7200 IN A 160.217.129.51
k1-411-krausm03.k1 7200 IN A 160.217.216.12
libp.tf 7200 IN A 160.217.193.200
FROVZF-zasedacky-160-217-170-61.frovzf 7200 IN A 160.217.170.61
volmanova.pf 7200 IN A 160.217.96.118
wireless-client-160-217-149-191.wa2 7200 IN A 160.217.149.191
wireless-client-160-217-132-68.wa1 7200 IN A 160.217.132.68
fzs-2w7-25.zsf 7200 IN A 160.217.178.75
home.zsf 7200 IN CNAME zeta.zsf
wireless-client-160-217-151-83.wa2 7200 IN A 160.217.151.83
wireless-client-160-217-149-239.wa2 7200 IN A 160.217.149.239
adfpr1-211.prf 7200 IN A 160.217.211.248
FROVZF-zasedacky-160-217-170-13.frovzf 7200 IN A 160.217.170.13
k5-418-zezulm01.k5 7200 IN A 160.217.228.220
k3-617-prusaj00.k3 7200 IN A 160.217.222.161
fprpc010611.prf 7200 IN A 160.217.206.77
wiki.ef 7200 IN CNAME web.ef
wireless-client-160-217-144-48.wa2 7200 IN A 160.217.144.48
wireless-client-160-217-150-180.wa2 7200 IN A 160.217.150.180
dhclient04-ucpf.pf 7200 IN A 160.217.98.248
eduroam-160-217-137-6.eduroam 7200 IN A 160.217.137.6
inproforum.ef 7200 IN CNAME web.ef
wireless-client-160-217-144-182.wa2 7200 IN A 160.217.144.182
kucera.pf 7200 IN A 160.217.120.171
7200 IN A 160.217.121.51
k4-203a-kovarj24.k4 7200 IN A 160.217.224.61
k110a3.ef 7200 IN A 160.217.172.43
VPN-160-217-129-143.vpn 7200 IN A 160.217.129.143
A006TiskMinolta.rek 7200 IN A 160.217.155.199
k4-808a-kajana00.k4 7200 IN A 160.217.225.114
wireless-client-160-217-144-98.wa2 7200 IN A 160.217.144.98
test.pf 7200 IN A 160.217.96.177
morava.kam 7200 IN A 160.217.220.10
k2-622-piskat00.k2 7200 IN A 160.217.218.223
k5-708-dolejs02.k5 7200 IN A 160.217.228.148
fzs-1204T.zsf 7200 IN A 160.217.197.210
k2-1019-krivav02.k2 7200 IN A 160.217.219.32
k1-1020-benesj03.k1 7200 IN A 160.217.216.1
ftp2.frov 7200 IN MX 10 ftp2.frov
ftp2.frov 7200 IN A 160.217.190.4
VPN-160-217-129-193.vpn 7200 IN A 160.217.129.193
backupdisc.frov 7200 IN MX 10 backupdisc.frov
backupdisc.frov 7200 IN A 160.217.202.199
KolejK5-160-217-231-69.k5 7200 IN A 160.217.231.69
fprcp000052.prf 7200 IN A 160.217.212.37
papa228.ufb 7200 IN A 160.217.215.228
notmalatova2.pf 7200 IN A 160.217.123.59
dhcp-pool-160-217-126-232.ff 7200 IN A 160.217.126.232
wireless-client-160-217-150-36.wa2 7200 IN A 160.217.150.36
test.tf 7200 IN CNAME web.tf
wireless-client-160-217-147-176.wa2 7200 IN A 160.217.147.176
k4-904a-nemcom01.k4 7200 IN A 160.217.224.134
VPN-160-217-129-12.vpn 7200 IN A 160.217.129.12
wireless-client-160-217-149-44.wa2 7200 IN A 160.217.149.44
fprcb2524.prf 7200 IN A 160.217.205.17
AP1-FrovH-1NP.wx 7200 IN A 160.217.92.81
bioinf.prf 7200 IN CNAME jerrymouse.prf
fs1.zf 7200 IN A 160.217.161.171
wireless-client-160-217-147-194.wa2 7200 IN A 160.217.147.194
fzs-3089.zsf 7200 IN A 160.217.197.78
kmi.ef 7200 IN CNAME web.ef
k110a4.ef 7200 IN A 160.217.172.44
k620a26.ef 7200 IN A 160.217.172.216
oAP7-tf-knez-4NP.wx 7200 IN A 160.217.93.118
dekanat-reserve45.zf 7200 IN A 160.217.162.45
k4-310a-hanoum00.k4 7200 IN A 160.217.224.218
A4016TestDellHanus.rek 7200 IN A 160.217.155.151
fprca30410.prf 7200 IN A 160.217.211.42
wireless-client-160-217-149-204.wa2 7200 IN A 160.217.149.204
vv1-05.lib 7200 IN A 160.217.156.126
fprcb2574.prf 7200 IN A 160.217.205.68
cipis.prf 7200 IN A 160.217.210.254
k4-305b-kindlp00.k4 7200 IN A 160.217.224.23
e-rek02.acc 7200 IN A 160.217.90.199
eduroam-160-217-136-61.eduroam 7200 IN A 160.217.136.61
k2-1022-hornol01.k2 7200 IN A 160.217.218.110
wiki.tf 7200 IN A 160.217.192.10
eduroam-160-217-137-190.eduroam 7200 IN A 160.217.137.190
IPtel-Mojzisova.zsf 7200 IN A 160.217.199.179
90e6baeb3b58.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
RekFF-zasedacky-160-217-9-213.rek 7200 IN A 160.217.9.213
wireless-client-160-217-132-5.wa1 7200 IN A 160.217.132.5
fzs-2w7-75.zsf 7200 IN A 160.217.178.125
A2030TiskPagePro1350.ffrek 7200 IN A 160.217.153.60
fprcc020373.prf 7200 IN A 160.217.206.73
origin2.ufb 7200 IN A 160.217.215.113
dhcp-pool-160-217-126-233.ff 7200 IN A 160.217.126.233
k5-608-strome00.k5 7200 IN A 160.217.228.122
eduroam-160-217-136-233.eduroam 7200 IN A 160.217.136.233
fprcr2053.prf 7200 IN A 160.217.210.76
wireless-client-160-217-144-225.wa2 7200 IN A 160.217.144.225
prfcb1805.prf 7200 IN A 160.217.205.153
uc06.tf 7200 IN A 160.217.193.206
wireless-client-160-217-145-123.wa2 7200 IN A 160.217.145.123
ZSF-uVyst-160-217-200-198.zsf 7200 IN A 160.217.200.198
KNI-cam07.cam 7200 IN A 160.217.94.177
wireless-client-160-217-148-31.wa2 7200 IN A 160.217.148.31
k110a5.ef 7200 IN A 160.217.172.45
FROVZF-zasedacky-160-217-170-74.frovzf 7200 IN A 160.217.170.74
k620a27.ef 7200 IN A 160.217.172.217
fprnpaclikova.prf 7200 IN A 160.217.210.122
wireless-client-160-217-132-29.wa1 7200 IN A 160.217.132.29
k2-519-zivale00.k2 7200 IN A 160.217.218.73
k160a1.ef 7200 IN A 160.217.172.141
tflib1.tf 7200 IN A 160.217.193.123
cipis.ffrek 7200 IN A 160.217.153.254
dhcp-202.frov 7200 IN MX 10 dhcp-202.frov
dhcp-202.frov 7200 IN A 160.217.191.202
fprcc020071.prf 7200 IN A 160.217.206.27
k2-215-janous02.k2 7200 IN A 160.217.218.90
wireless-client-160-217-145-173.wa2 7200 IN A 160.217.145.173
fprcu03006.prf 7200 IN A 160.217.211.56
k4-505a-hruskk00.k4 7200 IN A 160.217.224.19
k5-315-lepicd00.k5 7200 IN A 160.217.228.91
switch-b-2.zf 7200 IN A 160.217.162.252
wireless-client-160-217-148-55.wa2 7200 IN A 160.217.148.55
k1-507-paclil00.k1 7200 IN A 160.217.216.22
eduroam-160-217-136-2.eduroam 7200 IN A 160.217.136.2
fzs-1144.zsf 7200 IN A 160.217.198.20
wireless-client-160-217-132-102.wa1 7200 IN A 160.217.132.102
fprhp020131.prf 7200 IN A 160.217.212.40
k2-201-kokrdk00.k2 7200 IN A 160.217.218.69
eduroam-160-217-137-67.eduroam 7200 IN A 160.217.137.67
dhcp-pool-160-217-126-234.ff 7200 IN A 160.217.126.234
wireless-client-160-217-144-242.wa2 7200 IN A 160.217.144.242
web.lib 7200 IN CNAME betty.lib
FreeIP-a12pfh 7200 IN A 160.217.8.221
